	SRR19625066_R1_filtered.fastq.gz	SRR19625067_R1_filtered.fastq.gz	SRR19625068_R1_filtered.fastq.gz	SRR19625069_R1_filtered.fastq.gz	SRR19625070_R1_filtered.fastq.gz	SRR19625071_R1_filtered.fastq.gz	SRR19625072_R1_filtered.fastq.gz	SRR19625073_R1_filtered.fastq.gz	SRR19625074_R1_filtered.fastq.gz	SRR19625075_R1_filtered.fastq.gz	SRR19625076_R1_filtered.fastq.gz	SRR19625077_R1_filtered.fastq.gz	SRR19625078_R1_filtered.fastq.gz	SRR19625079_R1_filtered.fastq.gz	SRR19625080_R1_filtered.fastq.gz	SRR19625081_R1_filtered.fastq.gz	SRR19625082_R1_filtered.fastq.gz	SRR19625083_R1_filtered.fastq.gz	SRR19625084_R1_filtered.fastq.gz	SRR19625085_R1_filtered.fastq.gz	SRR19625086_R1_filtered.fastq.gz	SRR19625087_R1_filtered.fastq.gz	SRR19625088_R1_filtered.fastq.gz	SRR19625089_R1_filtered.fastq.gz	SRR19625090_R1_filtered.fastq.gz	SRR19625091_R1_filtered.fastq.gz	SRR19625092_R1_filtered.fastq.gz	SRR19625093_R1_filtered.fastq.gz	SRR19625094_R1_filtered.fastq.gz	SRR19625095_R1_filtered.fastq.gz	SRR19625096_R1_filtered.fastq.gz	SRR19625097_R1_filtered.fastq.gz	SRR19625098_R1_filtered.fastq.gz	SRR19625099_R1_filtered.fastq.gz	SRR19625100_R1_filtered.fastq.gz	SRR19625101_R1_filtered.fastq.gz	SRR19625102_R1_filtered.fastq.gz	SRR19625103_R1_filtered.fastq.gz	SRR19625104_R1_filtered.fastq.gz	SRR19625105_R1_filtered.fastq.gz	SRR19625106_R1_filtered.fastq.gz	SRR19625107_R1_filtered.fastq.gz	SRR19625108_R1_filtered.fastq.gz	SRR19625109_R1_filtered.fastq.gz	SRR19625110_R1_filtered.fastq.gz	SRR19625111_R1_filtered.fastq.gz	SRR19625112_R1_filtered.fastq.gz	SRR19625113_R1_filtered.fastq.gz	SRR19625114_R1_filtered.fastq.gz	SRR19625115_R1_filtered.fastq.gz	SRR19625116_R1_filtered.fastq.gz	SRR19625117_R1_filtered.fastq.gz	SRR19625118_R1_filtered.fastq.gz	SRR19625119_R1_filtered.fastq.gz	SRR19625120_R1_filtered.fastq.gz	SRR19625121_R1_filtered.fastq.gz	SRR19625122_R1_filtered.fastq.gz	SRR19625123_R1_filtered.fastq.gz	SRR19625124_R1_filtered.fastq.gz	SRR19625125_R1_filtered.fastq.gz	SRR19625126_R1_filtered.fastq.gz	SRR19625127_R1_filtered.fastq.gz	SRR19625128_R1_filtered.fastq.gz	SRR19625129_R1_filtered.fastq.gz	SRR19625130_R1_filtered.fastq.gz	SRR19625131_R1_filtered.fastq.gz	SRR19625132_R1_filtered.fastq.gz	SRR19625133_R1_filtered.fastq.gz	SRR19625134_R1_filtered.fastq.gz	SRR19625135_R1_filtered.fastq.gz	SRR19625136_R1_filtered.fastq.gz	SRR19625137_R1_filtered.fastq.gz
ASV_64	0	0	0	62	0	0	71	47	0	75	0	41	114	0	0	0	0	0	82	0	33	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	93	0	0	74	0	0	0	0	119	0	95	116	0	66	44	0	41	91	0	0	0	137	0	0	0	62	0	116
ASV_65	0	0	53	0	67	0	9	10	0	61	61	58	0	0	0	65	0	0	64	0	61	0	0	0	50	0	55	0	95	0	0	0	0	0	0	0	0	0	74	0	117	0	0	0	80	0	0	0	134	0	57	0	45	0	0	63	40	0	8	0	19	68	0	81	0	123	0	83	0	0	0	0
ASV_66	0	87	0	83	0	0	0	0	0	0	87	0	0	46	0	0	0	42	0	0	23	0	0	52	0	0	53	52	0	0	261	0	0	0	0	0	57	38	0	0	74	0	0	0	0	0	282	0	0	0	0	65	0	0	93	0	0	0	47	0	46	0	0	38	0	0	0	0	36	0	130	0
ASV_67	0	0	0	0	75	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	522	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	106
ASV_68	0	0	62	0	80	51	0	0	0	83	0	140	53	0	0	46	57	0	124	47	0	33	0	0	151	0	0	0	0	46	0	0	0	0	0	0	0	0	44	45	0	0	39	0	0	0	0	51	70	0	0	0	0	0	0	66	0	0	0	255	0	0	0	0	0	50	0	0	0	0	0	71
ASV_69	47	38	0	0	94	0	0	0	0	45	0	111	0	0	0	50	24	0	50	46	36	0	0	0	0	0	68	0	210	0	0	0	0	0	0	0	50	50	0	43	0	0	41	0	121	72	0	0	0	32	35	65	0	31	0	0	44	0	0	0	111	0	0	0	0	54	0	0	0	0	76	0
ASV_70	0	0	0	0	58	49	32	0	52	0	0	64	0	0	0	0	0	0	63	25	0	61	0	0	86	0	0	0	52	0	0	0	0	0	156	0	0	0	81	25	0	49	0	0	93	0	0	50	63	42	0	0	76	0	0	75	0	0	0	55	0	87	0	0	0	116	0	59	0	75	0	0
ASV_71	0	0	43	0	59	57	0	0	20	0	0	0	0	0	55	0	0	0	56	0	0	87	0	0	86	0	0	0	48	0	0	0	0	0	27	0	0	0	73	0	0	72	0	0	99	0	0	79	0	0	0	0	71	0	0	83	40	77	0	0	0	103	0	0	0	142	0	104	0	82	0	57
ASV_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	166	0	0	0	0	0	0	159	0	0	0	211	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	291	0	0	62	0	0	0	0	151	0	0	0	0	0	128
ASV_73	0	0	70	0	60	36	0	0	42	47	0	75	35	0	0	29	0	0	38	0	0	59	0	0	58	0	0	0	86	0	0	40	0	0	71	0	0	0	81	0	0	46	0	0	77	0	0	36	76	0	0	0	57	0	0	66	0	42	0	0	0	61	0	0	0	135	0	70	0	60	0	19
ASV_74	0	0	60	0	58	35	0	0	0	33	0	62	39	0	0	66	140	0	42	0	0	27	0	0	43	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	29	0	0	72	0	0	42	50	0	72	0	0	0	0	56	0	37	104	0	0	0	0	193	0	70	0	41	0	45	0	85
ASV_75	0	0	53	91	345	18	0	0	0	0	0	0	77	0	0	0	49	0	62	0	0	0	0	0	0	0	0	67	0	0	0	0	0	241	0	0	0	0	0	31	0	0	38	0	0	60	0	0	367	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_76	0	0	62	170	41	27	0	0	0	34	0	18	45	0	0	39	62	0	78	42	0	60	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	67	0	0	35	0	33	142	0	23	43	0	23	0	0	0	0	63	41	38	0	0	0	64	0	0	0	88	0	0	0	25	0	32
ASV_77	76	0	0	50	45	0	0	0	0	0	0	0	0	29	0	63	31	29	62	67	0	0	0	0	0	0	62	0	0	37	0	0	0	94	0	0	45	59	87	65	105	0	33	0	0	0	0	97	54	0	0	81	0	37	43	0	52	0	0	0	0	0	0	0	0	69	0	0	0	0	0	63
ASV_78	0	0	55	0	74	35	0	0	0	57	0	80	47	0	0	32	72	0	87	29	0	33	0	0	0	0	0	0	314	43	0	0	0	0	0	0	0	0	39	41	0	0	42	0	0	153	0	30	65	0	24	0	0	0	0	57	0	36	0	0	0	0	0	0	0	33	0	0	0	50	0	0
ASV_79	0	0	57	0	62	67	0	0	38	0	0	77	0	0	0	0	0	0	65	0	0	78	0	0	92	0	0	0	54	0	0	0	0	0	54	0	0	0	84	0	0	53	0	0	88	0	0	57	44	0	0	0	43	0	0	72	36	71	0	0	0	62	0	0	0	119	0	85	0	48	0	0
ASV_80	0	0	0	29	100	69	63	0	0	0	66	50	0	0	0	0	63	0	86	0	0	101	0	0	79	12	0	0	83	0	0	0	0	0	0	0	0	0	61	0	80	0	0	0	69	0	0	0	60	0	0	0	45	0	0	75	0	56	14	0	33	42	0	0	0	61	0	0	0	77	0	0
ASV_81	0	0	66	0	44	42	38	0	0	37	0	51	41	0	0	64	0	0	48	0	0	24	0	0	39	0	0	0	0	0	0	60	0	0	0	0	0	0	121	0	0	22	0	0	54	221	0	41	55	0	0	0	0	0	0	57	150	39	0	0	0	0	0	0	0	64	0	0	0	54	0	0
ASV_82	118	0	86	0	64	0	0	0	0	98	0	0	30	0	0	41	0	0	23	30	0	0	0	0	0	0	29	0	0	39	0	0	113	0	0	0	23	43	0	17	0	0	28	0	0	0	0	81	0	0	24	30	0	0	26	0	35	0	0	17	0	0	115	50	0	36	0	0	138	0	36	46
ASV_83	0	0	49	0	50	0	29	0	52	0	0	73	0	0	0	0	0	0	38	0	0	69	0	0	51	0	0	0	0	0	0	32	0	0	124	0	0	0	65	0	0	0	0	0	76	0	0	55	39	25	0	0	67	0	0	57	0	0	0	0	0	103	0	0	0	134	0	68	0	52	0	104
ASV_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	137	0	0	0	165	0	0	168	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0
ASV_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	416	0	0	0	322	0	0	0	0	0	0	0	0	0	102
ASV_86	0	0	58	0	45	0	74	0	0	0	0	0	0	0	0	61	0	0	87	63	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	266	0	42	32	0	0	0	53	59	0	0	0	57	0	61	0	0	0	0	0	0	0	168	0	0	0	0	0	0	61	0	0	0	32	0	64
ASV_87	0	0	79	0	41	26	52	0	0	32	0	22	34	0	0	33	60	0	67	0	0	0	0	0	0	0	0	0	125	90	0	0	0	0	0	0	0	0	0	28	85	0	25	0	33	0	0	29	53	30	34	0	0	0	0	45	0	30	0	0	205	0	0	0	0	63	0	0	0	33	0	0
ASV_88	0	0	0	0	0	68	0	0	60	0	0	0	46	0	0	0	0	0	40	0	0	62	0	0	72	0	0	0	60	0	0	0	0	0	109	0	0	0	59	0	0	0	0	0	68	0	0	53	48	0	0	0	81	0	0	51	0	0	0	0	0	107	0	0	0	144	0	59	0	99	0	66
ASV_89	0	0	258	0	165	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	104	0	0	0	0	0	0
ASV_90	0	0	0	0	193	172	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	58	0	223	0	0	0	64
ASV_91	0	0	0	54	29	0	0	0	0	0	0	145	0	143	0	0	0	0	28	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	86	0	0	0	0	0	0	114	0	0	0	0	0	0	0	275	0	0	0	0	0	0	91	0
ASV_92	0	0	60	0	46	46	0	0	0	0	0	64	0	0	0	0	0	0	50	0	0	61	0	0	52	0	0	0	54	0	0	37	0	0	48	0	0	0	55	0	0	37	0	0	63	0	0	51	42	0	51	0	40	0	0	40	0	65	0	0	0	60	0	0	0	79	0	59	0	29	0	122
ASV_93	0	0	49	0	28	51	30	0	0	0	0	21	21	0	0	38	36	0	52	0	0	0	0	0	0	0	142	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	50	0	23	0	0	0	39	0	30	0	0	0	0	0	124	26	0	88	0	0	0	206	42	46	0	0	0	29	0	61
ASV_94	64	87	59	0	0	0	0	0	0	30	0	0	0	0	0	18	49	0	0	0	60	0	0	0	0	0	0	0	0	29	0	0	0	76	0	0	155	246	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	236	0	0	0	0	57
ASV_95	0	0	0	0	54	0	0	0	0	0	0	287	0	0	0	176	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	151	0	0	0	0	102	0	0	42	0	259	0	0	0	112
ASV_96	156	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	154	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_97	0	0	0	0	0	185	71	0	0	0	0	0	199	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	213	0	0	0	0	62	0	0	0	0	153	0	0	0	0	0	150
ASV_98	0	28	0	22	0	0	0	0	0	0	70	0	0	0	0	0	0	24	0	0	0	0	0	37	0	0	43	34	0	0	0	0	0	68	0	42	37	0	0	0	34	0	121	0	0	0	0	0	0	0	0	0	0	202	99	0	0	0	48	0	41	0	0	0	0	0	0	0	275	0	49	0
ASV_99	0	0	0	0	0	64	48	0	0	43	0	0	0	0	89	0	40	0	0	138	0	0	0	0	43	0	0	0	62	0	0	81	0	0	0	0	66	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	105	0	0	0	122	27	60	38	0	0	0	0	87	0	0	0	0	0	82
ASV_100	0	0	0	0	163	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	11	46	22	26	28	0	0	0	0	0	33	0	0	28	0	45	49	0	40	34	36	0	0	0	0	0	80	0	0	10	0	0	0	17	0	0	23	5	76	36	31	0	22	0	0	0	0	30	0	0	45	49	0	0	24	60	56	0	0	6	0	0	0	39	136	25	43	0	0	0	49	0
ASV_102	0	0	0	0	0	0	59	0	0	0	108	0	88	0	0	0	0	0	0	0	0	0	0	0	138	99	0	0	0	0	0	122	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	152	0	0	0	0	0	0	0	33	80	0	0	0	55	0	0	0	0	0	0
ASV_103	0	0	63	0	39	28	45	0	0	47	0	0	44	0	140	30	0	0	54	0	0	41	0	0	44	0	0	0	0	0	0	69	0	0	0	0	0	0	0	34	0	31	0	0	47	0	0	43	65	0	0	0	201	0	0	45	0	0	0	0	0	0	0	0	0	46	0	0	0	60	0	41
ASV_104	0	0	0	17	46	0	0	0	0	0	0	0	55	0	0	38	32	0	24	44	69	0	0	0	0	0	33	0	0	0	126	73	0	0	0	0	18	54	0	25	0	0	0	0	0	0	0	0	0	0	23	36	0	0	45	0	32	144	0	28	0	0	0	30	0	29	0	169	0	0	34	29
ASV_105	0	0	48	148	56	37	39	0	0	41	0	0	52	0	126	0	0	0	58	0	0	46	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	57	44	0	54	8	0	59	0	0	52	47	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	49	0	32	0	66	0	36
ASV_106	0	0	50	0	50	39	0	0	0	0	0	60	0	0	0	0	0	0	40	0	0	83	0	0	63	0	0	0	42	0	0	30	0	0	58	0	0	0	82	0	0	29	0	0	34	0	0	75	38	0	0	0	43	0	0	53	0	69	0	0	0	54	0	0	0	80	0	76	0	27	0	73
ASV_107	0	0	50	0	53	0	0	194	0	0	0	0	0	0	0	56	44	0	61	0	97	81	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	207	0	0	0	0	0	66	0	0	0	0	0	0
ASV_108	6	28	30	31	47	0	0	0	0	31	0	0	25	26	0	67	0	0	44	45	25	0	0	0	0	0	54	0	0	7	0	0	0	0	0	0	37	10	0	36	0	0	36	0	0	29	75	35	29	0	28	65	0	0	22	0	40	116	0	4	0	0	0	27	0	37	23	32	0	0	46	37
ASV_109	0	46	25	27	45	0	0	0	0	43	23	0	0	20	0	40	27	0	31	49	27	0	0	0	0	0	67	0	0	5	0	0	0	26	0	0	35	8	0	43	0	0	32	20	0	23	0	0	0	0	38	63	0	0	29	0	48	0	0	7	0	0	0	38	0	60	22	65	64	0	62	68
ASV_110	0	0	82	48	57	0	53	46	0	0	0	0	0	0	0	0	68	0	68	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	66	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	51	83	0	58	34	0	48	0	0	0	0	123	0	50	0	37	0	69
ASV_111	0	0	111	0	67	45	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	36	0	0	0	38	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	66	0	0	69	59	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	42	0	207	0	0	0	147
ASV_112	0	0	61	0	47	41	0	0	0	0	0	51	0	0	0	0	0	0	43	0	0	63	0	0	58	0	0	0	54	0	0	39	0	0	51	0	0	0	90	0	0	39	0	0	39	0	0	64	49	0	40	0	34	0	0	46	0	61	0	0	0	59	0	0	0	74	0	61	0	21	0	15
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	199	0	0	0	0	0	95	0	43	0	0	0	197	0	0	0	0	0	0	0	114	0	111	0	0	0	0	0	0	0
ASV_114	0	0	48	0	42	32	33	0	52	44	0	40	0	0	0	0	0	0	52	0	0	81	0	0	42	0	0	0	31	0	0	30	0	0	85	0	0	0	57	38	0	0	0	0	37	0	0	46	42	0	0	0	46	0	0	33	23	0	0	0	0	89	0	0	0	85	0	75	0	2	0	0
ASV_115	0	0	0	0	0	0	76	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	71	0	59	0	0	0	0	92	0	0	286	0	0	0
ASV_116	0	0	0	85	0	108	47	61	46	0	0	47	0	0	130	0	0	0	51	0	0	0	117	0	0	66	0	0	0	0	0	0	97	0	0	0	0	0	40	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	77	0	0	0	57	0	0	0	61	0	0
ASV_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222
ASV_118	0	0	159	0	0	0	0	0	0	319	0	0	209	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
ASV_119	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	19	0	186	0	188	0	0
ASV_120	0	0	54	0	27	36	30	0	48	34	0	48	0	0	0	0	47	0	54	0	0	62	0	0	49	0	0	0	20	0	0	24	0	0	81	0	0	0	59	0	0	0	0	0	45	0	0	28	47	0	0	0	45	0	0	31	23	0	0	32	0	90	0	0	0	66	0	84	0	8	0	0
ASV_121	0	0	51	0	43	31	38	0	0	0	0	61	53	0	0	47	135	0	57	0	0	42	0	0	57	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	31	0	0	48	0	0	54	57	97	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	57	0	41	0	79	0	0
ASV_122	0	0	40	0	33	45	34	0	32	44	0	46	0	0	0	0	0	0	33	0	0	51	0	0	56	0	0	0	30	0	0	38	0	0	125	0	0	0	55	0	0	0	0	0	31	0	0	38	33	0	0	0	46	0	0	47	24	0	0	24	0	86	0	0	0	75	0	88	0	8	0	0
ASV_123	0	0	79	94	0	0	67	0	0	0	108	0	0	0	0	0	0	0	55	0	0	0	0	0	68	0	0	0	0	0	0	0	67	0	0	0	0	0	64	0	0	0	0	0	68	0	0	0	0	0	68	0	0	0	0	50	0	0	41	81	37	0	0	51	0	118	0	0	0	0	0	41
ASV_124	0	0	0	0	63	30	0	0	0	0	0	0	0	0	0	81	0	0	19	0	0	0	0	0	31	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	72	0	0	0	0	0	0	0	0	0	0	306	0	184	0	0	0	41	0	0	0	0	0	174
ASV_125	0	387	0	295	0	0	0	241	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_126	0	0	45	0	60	55	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	40	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	66	70	0	0	0	0	183	0	0	88	49	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	53	0	95	0	0	0	134
ASV_127	0	0	36	0	85	0	0	0	0	0	0	0	0	0	0	0	232	0	29	0	198	40	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	54	0	155	0	0	0	0	0	0	0	39	0	0	0	0	0	0
ASV_128	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	359	0	173	0	0	0	0	0	0
ASV_129	0	0	0	0	140	0	0	0	0	0	0	38	0	0	0	305	0	0	36	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
ASV_130	0	58	0	85	0	0	0	0	0	0	68	0	0	83	0	0	0	42	0	0	32	0	0	67	0	0	48	68	0	0	0	0	0	0	0	0	43	54	0	0	66	0	0	0	0	0	0	0	0	0	0	39	0	0	31	0	0	0	42	0	51	0	0	41	0	0	0	0	102	0	71	0
ASV_131	0	0	139	29	111	0	0	0	0	0	0	0	0	0	0	0	77	0	0	33	0	0	0	0	0	0	0	31	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	25	36	0	0	40	0	0	0	0	29	110	0	0	0	0	41	0	0	0	131	43	47
ASV_132	0	0	0	0	34	126	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	313	0	0	0	0	0	0	0	0	105	0	0	0	0	39	0	0	0	0	0	30	129	0	52	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	51	0	0	0	0	0	84
ASV_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	87	0	0	53	0	0	59	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	65	0	192	0	0	0	104
ASV_134	0	0	0	0	38	0	0	0	0	0	0	0	0	0	111	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	69	0	0	157	0	306	85	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	67
ASV_135	38	0	0	28	56	84	0	0	0	0	0	0	0	126	0	26	17	0	23	21	0	0	0	0	0	0	27	0	0	57	0	0	0	0	0	0	22	47	0	35	0	0	48	0	0	0	0	0	168	0	20	39	0	0	21	0	20	0	0	22	0	0	0	37	0	44	0	0	0	0	37	0
ASV_136	0	0	47	0	45	24	36	0	0	0	0	0	0	0	0	44	0	248	46	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	46	0	0	39	0	0	53	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	63	0	126	0	65	0	61
ASV_137	0	68	0	46	0	0	0	0	0	0	77	0	0	31	0	0	0	35	0	0	34	0	0	49	0	0	42	44	0	0	0	0	0	0	0	0	33	55	0	0	60	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	48	0	0	50	0	0	0	0	32	0	107	0
ASV_138	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	65	0	0	0	0	0	179	0	0	0	0	70	0	118	0	0	0	0	0	0	0	48	0	51	0	258	0	128
ASV_139	0	30	0	0	0	0	0	167	0	0	67	0	0	229	0	0	31	27	0	0	31	0	0	35	0	0	38	44	0	0	0	0	0	27	0	0	38	0	0	0	39	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	39	0	51	0	0	0	0	0	0	0	0	0	51	0
ASV_140	0	0	0	0	258	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	74	0	0	0	0	114	0	0	0	0	0	0
ASV_141	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0
ASV_142	0	124	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	35	86	0	35	0	0	49	0	0	0	33	0	87	0	0	124	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	48	0	55	0	0	0	159	0	0	0	0	0	69	0
ASV_143	0	0	0	0	181	145	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192
ASV_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103
ASV_145	0	0	37	0	56	39	0	0	0	0	0	52	29	0	0	36	25	0	52	0	53	38	0	0	0	0	0	0	0	30	0	0	0	86	0	0	0	0	0	22	156	0	0	0	43	0	0	37	0	0	25	0	0	0	0	45	0	0	0	65	27	0	0	0	0	55	0	0	0	0	0	0
ASV_146	7	18	32	38	26	0	0	66	0	0	0	0	0	0	0	10	31	25	49	12	25	0	0	0	0	53	14	0	0	3	0	0	0	0	0	0	36	8	0	57	0	0	0	33	0	0	0	26	0	29	38	65	22	0	23	0	49	0	0	16	35	0	0	0	48	42	0	37	0	0	27	0
